Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Latest,Ask,Volume,"Open Int",Vol/OI,"Imp Vol",IV,Delta,Time
MSFT,411.74,2026-07-10,32,Put,395.00,-4.07%,6.85,7.12,7.35,677,398,1.7,30.70%,29.87%,-0.295328,2026-06-08
CHWY,20.15,2026-06-12,4,Put,19.00,-5.71%,0.63,0.64,0.65,743,437,1.7,72.10%,137.81%,-0.314931,2026-06-08
SLS,7.98,2026-06-12,4,Put,8.00,+0.25%,0.4,0.45,0.6,843,496,1.7,169.42%,147.43%,-0.474874,2026-06-08
PINS,21.99,2026-06-12,4,Call,22.50,-2.32%,0.36,0.35,0.38,1034,609,1.7,55.35%,63.19%,0.379214,2026-06-08
USAR,22.21,2026-06-12,4,Call,23.00,-3.56%,0.7,0.78,0.76,1165,684,1.7,106.23%,114.04%,0.409129,2026-06-08
HIMS,27.17,2026-06-12,4,Put,25.00,-7.99%,0.29,0.29,0.32,1689,991,1.7,85.89%,97.00%,-0.19104,2026-06-08
NVDA,208.64,2026-06-15,7,Call,232.50,-11.44%,0.14,0.17,0.17,1747,1029,1.7,39.98%,41.71%,0.033364,2026-06-08
AAPL,301.54,2026-07-02,24,Call,315.00,-4.46%,2.69,2.96,3.1,1874,1105,1.7,24.39%,24.28%,0.262418,2026-06-08
SMR,10.76,2026-06-12,4,Put,9.50,-11.71%,0.1,0.12,0.13,2076,1222,1.7,105.23%,123.14%,-0.150697,2026-06-08
NBIS,218,2026-06-12,4,Put,150.00,-31.19%,0.2,0.22,0.22,4100,2411,1.7,114.21%,170.46%,-0.014402,2026-06-08
META,585.39,2026-06-12,4,Put,580.00,-0.92%,7.1,7.25,7.4,6353,3746,1.7,34.56%,40.23%,-0.402097,2026-06-08
SOFI,16.5,2026-06-12,4,Call,16.50,0.00%,0.44,0.46,0.46,19659,11601,1.69,58.77%,64.85%,0.515876,2026-06-08
NOW,114.19,2026-06-12,4,Call,118.00,-3.34%,2.05,2.3,2.25,689,408,1.69,63.28%,77.05%,0.358793,2026-06-08
AAL,13.6,2026-06-12,4,Call,12.50,+8.09%,1.12,1.17,1.2,1065,630,1.69,53.57%,70.11%,0.882129,2026-06-08
FIG,21.1,2026-06-12,4,Call,22.00,-4.27%,0.51,0.55,0.6,1349,799,1.69,85.10%,103.84%,0.372099,2026-06-08
BAC,53.63,2026-06-12,4,Put,52.00,-3.04%,0.24,0.25,0.25,2234,1323,1.69,30.02%,36.98%,-0.205843,2026-06-08
STM,75.01,2026-07-17,39,Call,90.00,-19.98%,3,3.1,3.3,3501,2073,1.69,79.36%,80.16%,0.290744,2026-06-08
MU,949.28,2026-06-12,4,Call,"1,075.00",-13.24%,8.6,9.25,9.25,546,325,1.68,101.26%,112.42%,0.159924,2026-06-08
PYPL,41.26,2026-06-12,4,Call,41.50,-0.58%,0.53,0.53,0.55,748,445,1.68,35.35%,37.53%,0.451526,2026-06-08
CELH,28,2026-06-18,10,Put,26.00,-7.14%,0.39,0.39,0.49,776,463,1.68,63.47%,66.70%,-0.231321,2026-06-08
EPD,37.52,2026-06-26,18,Put,37.00,-1.39%,0.31,0.44,0.61,929,552,1.68,22.48%,20.45%,-0.37811,2026-06-08
QCOM,217.77,2026-06-12,4,Call,230.00,-5.62%,3.8,4,4.05,1453,863,1.68,81.06%,93.03%,0.304905,2026-06-08
MSTR,127.2,2026-06-12,4,Call,155.00,-21.86%,0.19,0.2,0.23,1686,1001,1.68,78.12%,103.85%,0.039198,2026-06-08
SMCI,43.99,2026-06-12,4,Put,44.00,+0.02%,1.76,1.8,1.85,2076,1235,1.68,84.37%,98.45%,-0.479084,2026-06-08
CPNG,15.18,2026-06-18,10,Call,16.00,-5.40%,0.32,0.38,0.38,10752,6385,1.68,59.47%,65.89%,0.337686,2026-06-08
HIMS,27.17,2026-06-12,4,Call,30.00,-10.42%,0.23,0.24,0.25,6623,3958,1.67,85.89%,95.03%,0.172989,2026-06-08
SHOP,110.78,2026-06-12,4,Call,115.00,-3.81%,1.38,1.54,1.54,503,302,1.67,57.60%,66.04%,0.30835,2026-06-08
PRME,2.96,2028-01-21,592,Call,4.00,-35.14%,1,1.56,2,552,330,1.67,106.80%,121.24%,0.731552,2026-06-08
LULU,117.55,2026-06-12,4,Put,120.00,+2.08%,3.8,3.96,4.1,899,537,1.67,44.96%,51.78%,-0.636267,2026-06-08
INTC,110.27,2026-06-12,4,Call,121.00,-9.73%,1.31,1.34,1.35,1588,950,1.67,83.82%,102.44%,0.2092,2026-06-08
JOBY,9.7,2026-06-12,4,Call,10.00,-3.09%,0.22,0.23,0.24,1607,964,1.67,78.22%,87.27%,0.388419,2026-06-08
LULU,117.55,2026-07-17,39,Put,105.00,-10.68%,2.01,2.08,2.19,2062,1234,1.67,44.96%,46.08%,-0.198188,2026-06-08
FCX,63.91,2026-06-12,4,Call,71.00,-11.09%,0.13,0.2,0.17,551,332,1.66,57.74%,68.09%,0.075475,2026-06-08
MTZ,361.7,2026-07-17,39,Put,350.00,-3.23%,20.1,23,23,559,336,1.66,58.23%,59.53%,-0.388731,2026-06-08
APLD,40.94,2026-07-17,39,Call,44.00,-7.47%,4,4.25,4.55,635,383,1.66,102.25%,101.79%,0.484835,2026-06-08
META,585.39,2026-06-10,2,Call,615.00,-5.06%,0.57,0.62,0.62,649,390,1.66,34.56%,44.60%,0.070402,2026-06-08
TSLA,408.95,2026-06-15,7,Call,425.00,-3.92%,5.5,5.65,5.65,720,433,1.66,47.51%,51.34%,0.30989,2026-06-08
CCL,27.01,2026-06-12,4,Call,28.50,-5.52%,0.13,0.14,0.16,824,495,1.66,56.07%,54.10%,0.179466,2026-06-08
TMC,5.11,2026-06-12,4,Call,5.50,-7.63%,0.08,0.1,0.1,1259,759,1.66,96.38%,106.05%,0.273087,2026-06-08
AVGO,396.6,2026-06-12,4,Call,440.00,-10.94%,0.53,0.56,0.68,1647,995,1.66,46.91%,61.32%,0.056994,2026-06-08
OKLO,58.94,2026-06-12,4,Call,66.00,-11.98%,0.57,0.6,0.65,603,366,1.65,97.47%,109.26%,0.176549,2026-06-08
NVCR,16.85,2026-06-18,10,Call,19.00,-12.76%,0.15,0.3,0.35,709,430,1.65,68.10%,81.54%,0.207535,2026-06-08
MRVL,288.85,2026-11-20,165,Call,480.00,-66.18%,36,38.23,36.85,920,556,1.65,106.04%,105.34%,0.36674,2026-06-08
CPNG,15.18,2026-07-17,39,Call,17.00,-11.99%,0.52,0.56,0.58,6161,3724,1.65,59.47%,59.05%,0.319311,2026-06-08
NFLX,82.64,2026-06-12,4,Call,85.00,-2.86%,0.42,0.44,0.44,12929,7859,1.65,40.80%,36.23%,0.237909,2026-06-08
RDW,18.57,2026-06-12,4,Call,20.00,-7.70%,0.75,0.79,0.85,5541,3382,1.64,139.32%,173.87%,0.376586,2026-06-08
WMT,119.83,2026-06-12,4,Call,120.00,-0.14%,1.44,1.45,1.47,7535,4594,1.64,26.25%,30.37%,0.492366,2026-06-08
AAPL,301.54,2026-06-12,4,Call,325.00,-7.78%,0.13,0.13,0.15,7743,4735,1.64,24.39%,37.68%,0.030696,2026-06-08
JNJ,232.16,2026-06-12,4,Call,235.00,-1.22%,1.4,1.45,1.6,754,460,1.64,24.68%,27.40%,0.342822,2026-06-08
LCID,5.09,2026-06-12,4,Put,5.00,-1.77%,0.15,0.17,0.17,768,469,1.64,95.31%,97.20%,-0.405493,2026-06-08
CBRS,237.83,2026-06-12,4,Call,230.00,+3.29%,17,18.1,18.7,1028,627,1.64,117.20%,138.58%,0.620226,2026-06-08
TSLA,408.95,2026-06-17,9,Call,420.00,-2.70%,8.6,8.75,8.8,1152,702,1.64,47.51%,51.51%,0.390449,2026-06-08
ASTS,92.06,2026-06-12,4,Call,95.00,-3.19%,4,4.25,4.35,1574,962,1.64,115.50%,141.10%,0.445788,2026-06-08
CMG,29.27,2026-06-12,4,Call,30.50,-4.20%,0.12,0.17,0.15,1633,993,1.64,39.83%,43.16%,0.18951,2026-06-08
META,585.39,2026-07-17,39,Call,685.00,-17.02%,3.85,3.95,4.05,2692,1640,1.64,34.56%,37.65%,0.117748,2026-06-08
ACN,174.43,2026-06-12,4,Put,167.50,-3.97%,1.15,1.23,1.5,500,306,1.63,56.65%,53.72%,-0.226851,2026-06-08
ONON,37.11,2028-01-21,592,Put,22.50,-39.37%,1.84,2.44,2.92,700,429,1.63,45.44%,55.69%,-0.129042,2026-06-08
NBIS,218,2026-06-12,4,Put,175.00,-19.72%,1.12,1.16,1.3,861,528,1.63,114.21%,152.95%,-0.072886,2026-06-08
BBAI,4.31,2026-06-26,18,Call,4.50,-4.41%,0.25,0.26,0.26,1328,815,1.63,90.09%,86.90%,0.453099,2026-06-08
COIN,162.11,2026-06-12,4,Put,155.00,-4.39%,2.46,2.5,2.56,2039,1251,1.63,71.11%,80.79%,-0.28205,2026-06-08
INTC,110.27,2026-06-12,4,Call,135.00,-22.43%,0.24,0.25,0.26,5151,3162,1.63,83.82%,112.24%,0.04842,2026-06-08
WDC,526.93,2026-06-12,4,Put,450.00,-14.60%,1.7,2.3,3.2,511,316,1.62,85.49%,113.37%,-0.081931,2026-06-08
VKTX,29.24,2026-06-18,10,Call,30.00,-2.60%,0.74,0.81,1.02,566,349,1.62,61.92%,61.94%,0.424901,2026-06-08
SNDK,1642,2026-06-12,4,Call,"1,650.00",-0.49%,72.8,75.53,78,793,491,1.62,103.89%,115.05%,0.509237,2026-06-08
AAPL,301.54,2026-06-17,9,Call,315.00,-4.46%,1.15,1.15,1.43,843,521,1.62,24.39%,28.88%,0.178062,2026-06-08
AVGO,396.6,2026-06-10,2,Put,390.00,-1.66%,3.4,3.47,4,1109,685,1.62,46.91%,55.92%,-0.333729,2026-06-08
ADBE,244.99,2026-06-12,4,Call,260.00,-6.13%,5.8,6,6.4,1160,716,1.62,56.96%,115.10%,0.333574,2026-06-08
MU,949.28,2026-06-12,4,Call,"1,350.00",-42.21%,0.04,0.12,0.23,1256,776,1.62,101.26%,122.60%,0.003728,2026-06-08
ASTS,92.06,2026-06-12,4,Call,105.00,-14.06%,1.65,1.7,1.7,2101,1297,1.62,115.50%,147.72%,0.220447,2026-06-08
MSFT,411.74,2026-06-12,4,Put,405.00,-1.64%,3.1,3.11,3.35,2512,1555,1.62,30.70%,35.44%,-0.318961,2026-06-08
CRWV,102.37,2026-06-26,18,Put,75.00,-26.74%,0.69,0.81,0.84,2534,1568,1.62,88.93%,102.33%,-0.068113,2026-06-08
BA,215.92,2026-07-17,39,Put,190.00,-12.00%,1.27,1.57,1.9,2906,1790,1.62,33.52%,35.40%,-0.121988,2026-06-08
QCOM,217.77,2026-06-26,18,Call,220.00,-1.02%,14.5,17.58,17.25,591,366,1.61,81.06%,87.20%,0.519252,2026-06-08
APLD,40.94,2026-06-18,10,Call,41.00,-0.15%,2.63,2.79,2.89,732,456,1.61,102.25%,102.45%,0.532969,2026-06-08
TSLA,408.95,2026-06-10,2,Call,450.00,-10.04%,0.16,0.17,0.18,3227,2004,1.61,47.51%,64.24%,0.023662,2026-06-08
CRML,10.11,2027-01-15,221,Call,12.50,-23.64%,2.45,2.6,2.85,3776,2343,1.61,114.42%,107.41%,0.575893,2026-06-08
MU,949.28,2026-06-12,4,Put,850.00,-10.46%,11.2,11.45,11.65,5698,3548,1.61,101.26%,118.95%,-0.170465,2026-06-08
MU,949.28,2026-06-12,4,Put,800.00,-15.73%,5.1,5.3,5.5,7671,4769,1.61,101.26%,126.47%,-0.086706,2026-06-08
PFE,25.62,2026-06-12,4,Put,25.50,-0.47%,0.18,0.18,0.2,12878,8026,1.6,22.66%,22.67%,-0.421817,2026-06-08
C,133.28,2026-06-18,10,Put,133.00,-0.21%,2.86,2.99,3.05,537,336,1.6,35.79%,35.54%,-0.471088,2026-06-08
ADBE,244.99,2026-06-12,4,Put,200.00,-18.36%,0.45,0.51,0.57,560,349,1.6,56.96%,115.41%,-0.040685,2026-06-08
MRVL,288.85,2026-08-21,74,Call,350.00,-21.17%,34.25,35,36,714,446,1.6,106.04%,106.16%,0.441334,2026-06-08
PDD,82.62,2026-09-18,102,Put,70.00,-15.27%,1.96,2.05,2.12,901,562,1.6,37.07%,41.88%,-0.184109,2026-06-08
APLD,40.94,2026-06-12,4,Call,50.00,-22.13%,0.11,0.12,0.15,1269,792,1.6,102.25%,118.87%,0.061763,2026-06-08
NKE,43.23,2026-06-12,4,Call,43.00,+0.53%,0.81,0.85,0.91,1342,841,1.6,50.84%,41.09%,0.557603,2026-06-08
AAOI,196.64,2026-06-12,4,Call,190.00,+3.38%,17.1,17.7,18.3,1376,859,1.6,147.86%,174.80%,0.610804,2026-06-08
BTDR,18.49,2026-07-17,39,Call,22.50,-21.69%,1.85,2.05,2.15,1453,910,1.6,137.12%,137.63%,0.419722,2026-06-08
COIN,162.11,2026-06-12,4,Call,190.00,-17.20%,0.33,0.35,0.37,1714,1068,1.6,71.11%,91.81%,0.054856,2026-06-08
NVTS,24.48,2026-06-12,4,Call,29.00,-18.46%,0.36,0.42,0.45,1915,1197,1.6,133.30%,165.98%,0.187774,2026-06-08
NVDA,208.64,2026-06-12,4,Call,195.00,+6.54%,13.9,13.55,14.4,1943,1214,1.6,39.98%,48.63%,0.913305,2026-06-08
MSFT,411.74,2026-06-12,4,Call,427.50,-3.83%,1.48,1.47,1.51,2560,1599,1.6,30.70%,37.37%,0.175373,2026-06-08
DUOL,117.96,2026-06-12,4,Call,120.00,-1.73%,2.55,2.85,4,541,340,1.59,68.51%,84.50%,0.442295,2026-06-08
HIMS,27.17,2026-06-12,4,Put,25.50,-6.15%,0.38,0.41,0.42,601,377,1.59,85.89%,93.64%,-0.242024,2026-06-08
TSLA,408.95,2026-06-12,4,Put,362.50,-11.36%,0.56,0.59,0.59,685,430,1.59,47.51%,69.84%,-0.045442,2026-06-08
NVTS,24.48,2026-06-18,10,Call,31.00,-26.63%,0.5,0.58,0.87,745,470,1.59,133.30%,155.02%,0.215288,2026-06-08
NOK,14.59,2026-09-18,102,Call,34.00,-133.04%,0.34,0.36,0.42,815,514,1.59,81.14%,107.56%,0.116757,2026-06-08
MRVL,288.85,2026-06-12,4,Put,185.00,-35.95%,0.09,0.12,0.17,1061,666,1.59,106.04%,179.85%,-0.006906,2026-06-08
TSLA,408.95,2026-06-10,2,Call,457.50,-11.87%,0.1,0.12,0.12,1331,839,1.59,47.51%,68.96%,0.015082,2026-06-08
KO,79.54,2026-06-18,10,Call,81.00,-1.84%,0.39,0.49,0.47,1439,907,1.59,19.96%,18.63%,0.285579,2026-06-08
MP,57.58,2027-01-15,221,Put,32.00,-44.43%,1.44,1.46,1.48,1619,1019,1.59,71.77%,69.43%,-0.08149,2026-06-08
MRVL,288.85,2026-07-17,39,Call,400.00,-38.48%,13,13.15,13.4,4197,2660,1.58,106.04%,113.22%,0.2469,2026-06-08
MARA,13.78,2026-06-12,4,Put,13.50,-2.03%,0.44,0.43,0.45,4614,2927,1.58,86.86%,101.23%,-0.401339,2026-06-08
COIN,162.11,2026-06-12,4,Call,187.50,-15.66%,0.42,0.43,0.46,556,352,1.58,71.11%,90.05%,0.067836,2026-06-08
RKLB,113.65,2026-06-12,4,Call,126.00,-10.87%,1.66,1.66,1.96,569,359,1.58,103.79%,121.73%,0.228809,2026-06-08
XOM,151.75,2026-06-12,4,Put,148.00,-2.47%,0.83,0.88,0.98,597,379,1.58,32.00%,37.02%,-0.252181,2026-06-08
CMG,29.27,2026-12-18,193,Call,36.80,-25.73%,1.47,1.52,1.63,803,507,1.58,39.83%,43.38%,0.306951,2026-06-08
MSFT,411.74,2026-06-12,4,Put,412.50,+0.18%,6.1,6.3,6.5,812,515,1.58,30.70%,34.69%,-0.510353,2026-06-08
MU,949.28,2026-06-12,4,Put,970.00,+2.18%,55.3,56.35,56.65,899,569,1.58,101.26%,112.50%,-0.548515,2026-06-08
TSM,426.8,2026-06-12,4,Put,415.00,-2.76%,4.5,4.89,5.15,952,601,1.58,49.48%,54.83%,-0.300792,2026-06-08
RGTI,21.76,2026-06-12,4,Call,21.50,+1.19%,1.22,1.26,1.28,1090,691,1.58,109.71%,122.74%,0.56462,2026-06-08
CHWY,20.15,2026-06-12,4,Call,22.00,-9.18%,0.5,0.56,0.62,1951,1233,1.58,72.10%,145.09%,0.308586,2026-06-08
CHKP,129.28,2026-12-18,193,Put,90.00,-30.38%,1.9,2.45,3.1,500,319,1.57,42.46%,47.49%,-0.101518,2026-06-08
IONQ,62.8,2026-06-26,18,Call,67.00,-6.69%,3.9,4,4.65,684,437,1.57,104.31%,106.46%,0.441137,2026-06-08
CRCL,82.53,2026-06-12,4,Put,83.00,+0.57%,3.45,3.64,3.8,731,467,1.57,86.82%,98.43%,-0.500203,2026-06-08
WMT,119.83,2026-06-12,4,Put,117.00,-2.36%,0.47,0.49,0.52,1154,736,1.57,26.25%,30.65%,-0.220763,2026-06-08
BMNR,16.85,2026-06-12,4,Call,16.00,+5.04%,1.1,1.15,1.17,1564,995,1.57,80.72%,89.66%,0.726541,2026-06-08
LYFT,14.02,2026-06-12,4,Call,14.50,-3.42%,0.14,0.14,0.15,1592,1013,1.57,52.44%,55.30%,0.292621,2026-06-08
JOBY,9.7,2028-01-21,592,Call,25.00,-157.73%,1.8,1.89,2.17,2006,1280,1.57,78.22%,89.93%,0.420966,2026-06-08
TSLA,408.95,2026-06-10,2,Put,382.50,-6.47%,0.52,0.53,0.55,2439,1558,1.57,47.51%,60.83%,-0.065309,2026-06-08
AAPL,301.54,2026-06-12,4,Call,305.00,-1.15%,2.65,2.68,2.74,7085,4511,1.57,24.39%,32.83%,0.380409,2026-06-08
MU,949.28,2026-06-12,4,Put,900.00,-5.19%,23.5,23.65,24,7467,4761,1.57,101.26%,114.56%,-0.305945,2026-06-08
GLXY,30.51,2026-09-18,102,Call,45.00,-47.49%,2.75,3,3.15,10928,6984,1.56,103.30%,104.98%,0.342968,2026-06-08
BRKR,56.26,2026-06-18,10,Put,57.50,+2.20%,3.1,3.4,3.8,610,390,1.56,68.13%,74.96%,-0.543043,2026-06-08
META,585.39,2026-06-12,4,Call,585.00,+0.07%,10.15,10.26,10.45,618,395,1.56,34.56%,40.92%,0.518065,2026-06-08
TSLA,408.95,2026-06-26,18,Call,405.00,+0.97%,19.45,19.85,19.95,932,597,1.56,47.51%,47.95%,0.564041,2026-06-08
MRVL,288.85,2026-06-12,4,Call,335.00,-15.98%,3.25,3.45,3.65,1061,680,1.56,106.04%,136.37%,0.167452,2026-06-08
INTC,110.27,2026-06-18,10,Call,129.00,-16.99%,1.6,1.7,1.67,1065,683,1.56,83.82%,96.10%,0.183664,2026-06-08
ENVX,7.32,2026-06-12,4,Call,8.00,-9.29%,0.1,0.11,0.13,1134,726,1.56,97.32%,111.30%,0.241696,2026-06-08
PYPL,41.26,2026-06-18,10,Put,41.00,-0.63%,0.8,0.79,0.83,1370,881,1.56,35.35%,34.99%,-0.441463,2026-06-08
NBIS,218,2026-06-12,4,Call,300.00,-37.61%,0.24,0.23,0.28,2265,1451,1.56,114.21%,145.82%,0.022084,2026-06-08
DKNG,24.78,2026-06-12,4,Call,25.00,-0.89%,0.49,0.49,0.57,3126,2000,1.56,54.57%,60.58%,0.459609,2026-06-08
MSTR,127.2,2026-06-18,10,Put,245.00,+92.61%,116.6,118.2,119.45,541,348,1.55,78.12%,187.93%,-0.9769,2026-06-08
BROS,56.25,2026-07-17,39,Put,55.00,-2.22%,2.8,2.95,3.3,652,420,1.55,52.51%,51.52%,-0.406574,2026-06-08
NVTS,24.48,2026-06-12,4,Put,24.50,+0.08%,1.58,1.7,1.7,695,447,1.55,133.30%,160.01%,-0.467798,2026-06-08
GOOG,361.17,2026-09-18,102,Put,375.00,+3.83%,30.85,32.37,32.75,728,470,1.55,31.36%,33.69%,-0.535618,2026-06-08
SNDK,1642,2026-06-12,4,Call,"1,640.00",+0.12%,77.6,80.87,83.7,894,578,1.55,103.89%,115.83%,0.529479,2026-06-08
SNOW,240.45,2026-06-12,4,Call,270.00,-12.29%,0.44,0.56,0.61,1982,1280,1.55,59.02%,72.08%,0.067711,2026-06-08
QCOM,217.77,2026-06-12,4,Put,215.00,-1.27%,6.45,7.02,7.5,2196,1416,1.55,81.06%,91.97%,-0.427324,2026-06-08
RIVN,16.84,2026-06-12,4,Call,18.50,-9.86%,0.1,0.12,0.12,2673,1730,1.55,67.49%,83.02%,0.150595,2026-06-08
PLTR,136.47,2026-06-12,4,Call,139.00,-1.85%,2.08,2.15,2.12,2752,1771,1.55,49.41%,55.40%,0.389388,2026-06-08
MSTR,127.2,2026-06-12,4,Call,135.00,-6.13%,2,2.03,2.07,6226,4010,1.55,78.12%,91.01%,0.283351,2026-06-08
PBR,17.75,2026-12-18,193,Put,13.00,-26.76%,0.45,0.5,0.55,31494,20373,1.55,34.12%,47.77%,-0.136107,2026-06-08
COIN,162.11,2026-06-12,4,Call,165.00,-1.78%,4.15,4.15,4.3,4174,2719,1.54,71.11%,80.90%,0.435791,2026-06-08
MU,949.28,2026-06-12,4,Put,920.00,-3.08%,30.3,31.9,31.7,6423,4183,1.54,101.26%,113.42%,-0.372185,2026-06-08
PBR,17.75,2027-12-17,557,Call,25.00,-40.85%,1.13,1.15,1.15,20584,13346,1.54,34.12%,34.71%,0.290576,2026-06-08
INTC,110.27,2026-06-18,10,Call,114.00,-3.38%,5,5,5.15,540,350,1.54,83.82%,91.11%,0.444486,2026-06-08
AVGO,396.6,2026-06-12,4,Call,422.50,-6.53%,1.66,1.95,2.02,629,408,1.54,46.91%,57.09%,0.153092,2026-06-08
MSFT,411.74,2026-06-18,10,Call,412.50,-0.18%,8.7,9,9,985,641,1.54,30.70%,33.37%,0.503014,2026-06-08
CNI,120.81,2026-07-17,39,Call,105.00,+13.09%,15,15.8,17.5,1080,700,1.54,21.87%,28.84%,0.937517,2026-06-08
WFC,80.96,2026-06-18,10,Call,82.00,-1.28%,1.3,1.33,1.38,1236,804,1.54,33.66%,33.47%,0.422177,2026-06-08
AMZN,245.22,2026-06-12,4,Put,265.00,+8.07%,19.65,19.93,20,1257,814,1.54,32.29%,37.78%,-0.978077,2026-06-08
ARCC,18.77,2026-07-17,39,Call,19.00,-1.23%,0.25,0.28,0.3,1600,1038,1.54,23.43%,17.16%,0.389301,2026-06-08
HIMS,27.17,2026-06-12,4,Call,30.50,-12.26%,0.16,0.17,0.2,2705,1756,1.54,85.89%,95.87%,0.136127,2026-06-08
BRK.B,487,2026-06-12,4,Put,480.00,-1.44%,1.1,1.31,1.4,539,353,1.53,16.76%,18.87%,-0.223445,2026-06-08
MRVL,288.85,2026-07-17,39,Call,450.00,-55.79%,8.3,8.6,8.8,762,497,1.53,106.04%,117.38%,0.170127,2026-06-08
QCOM,217.77,2026-06-26,18,Call,290.00,-33.17%,2.17,2.71,3.05,802,524,1.53,81.06%,100.03%,0.120106,2026-06-08
C,133.28,2027-03-19,284,Put,110.00,-17.47%,5.55,5.68,6.4,962,629,1.53,35.79%,36.40%,-0.209902,2026-06-08
NBIS,218,2026-06-12,4,Call,240.00,-10.09%,4.7,4.85,4.85,1911,1251,1.53,114.21%,134.81%,0.271597,2026-06-08
PLTR,136.47,2026-06-12,4,Put,134.00,-1.81%,2.03,2.07,2.07,2498,1631,1.53,49.41%,55.80%,-0.364012,2026-06-08
ASTS,92.06,2026-06-12,4,Call,100.00,-8.62%,2.59,2.6,2.71,4804,3147,1.53,115.50%,143.84%,0.318612,2026-06-08
PLTR,136.47,2026-06-12,4,Call,145.00,-6.25%,0.67,0.67,0.69,17527,11448,1.53,49.41%,56.81%,0.162778,2026-06-08
AAPL,301.54,2026-06-18,10,Put,300.00,-0.51%,4.5,4.55,4.7,11820,7788,1.52,24.39%,27.42%,-0.439801,2026-06-08
TSLA,408.95,2026-06-12,4,Call,430.00,-5.15%,2.9,2.92,2.96,17463,11524,1.52,47.51%,57.82%,0.214043,2026-06-08
BAC,53.63,2026-06-12,4,Put,52.50,-2.11%,0.34,0.35,0.36,542,357,1.52,30.02%,35.77%,-0.277022,2026-06-08
ZS,129.25,2026-06-18,10,Call,130.00,-0.58%,5,5.1,5.25,674,442,1.52,60.01%,63.50%,0.502774,2026-06-08
IONQ,62.8,2026-06-12,4,Put,58.00,-7.64%,1.22,1.21,1.3,1395,919,1.52,104.31%,122.70%,-0.246332,2026-06-08
AAPL,301.54,2026-07-02,24,Call,325.00,-7.78%,1.12,1.3,1.43,1464,962,1.52,24.39%,24.96%,0.13451,2026-06-08
META,585.39,2026-06-12,4,Put,540.00,-7.75%,0.72,0.73,0.8,1806,1187,1.52,34.56%,49.83%,-0.057099,2026-06-08
META,585.39,2026-07-17,39,Call,720.00,-22.99%,2.17,2.24,2.27,3247,2142,1.52,34.56%,40.15%,0.068862,2026-06-08
UEC,12.61,2026-06-12,4,Call,13.00,-3.09%,0.4,0.44,0.45,1016,673,1.51,89.62%,111.89%,0.421469,2026-06-08
IONQ,62.8,2026-06-12,4,Call,68.00,-8.28%,1.29,1.35,1.41,1312,868,1.51,104.31%,121.50%,0.288146,2026-06-08
T,22.5,2026-06-18,10,Put,22.50,0.00%,0.4,0.42,0.45,2274,1502,1.51,28.87%,28.39%,-0.492752,2026-06-08
INTC,110.27,2026-10-16,130,Call,130.00,-17.89%,15.45,15.85,16.2,3029,2005,1.51,83.82%,85.05%,0.480117,2026-06-08
XIFR,11.7,2026-10-16,130,Put,10.00,-14.53%,0.45,0.54,0.65,3588,2375,1.51,47.09%,35.88%,-0.296925,2026-06-08
BABA,120.07,2026-09-18,102,Call,125.00,-4.11%,8.7,8.8,9,4099,2724,1.5,39.70%,43.20%,0.47433,2026-06-08
TE,9.13,2026-06-12,4,Call,9.00,+1.42%,0.6,0.65,0.7,1098,731,1.5,143.58%,153.61%,0.568309,2026-06-08
CIFR,24.29,2026-06-12,4,Call,24.00,+1.19%,1.33,1.45,1.5,1407,940,1.5,107.72%,125.03%,0.563662,2026-06-08
SMCI,43.99,2026-06-12,4,Call,44.00,-0.02%,1.73,1.78,1.89,3318,2206,1.5,84.37%,98.37%,0.521192,2026-06-08
INTC,110.27,2026-06-12,4,Call,129.00,-16.99%,0.43,0.5,0.52,567,380,1.49,83.82%,106.08%,0.087842,2026-06-08
AMD,490.33,2026-06-18,10,Call,515.00,-5.03%,15.1,15.4,15.7,699,468,1.49,71.31%,77.51%,0.377991,2026-06-08
MP,57.58,2026-06-12,4,Call,65.00,-12.89%,0.21,0.23,0.3,900,604,1.49,71.77%,88.44%,0.104066,2026-06-08
TSLA,408.95,2026-06-12,4,Put,382.50,-6.47%,1.77,1.82,1.82,912,614,1.49,47.51%,59.88%,-0.134827,2026-06-08
UNH,406.57,2026-06-12,4,Put,380.00,-6.54%,0.48,0.5,0.6,1025,686,1.49,34.70%,43.51%,-0.065501,2026-06-08
WULF,25.86,2026-06-12,4,Call,28.00,-8.28%,0.39,0.41,0.44,1440,965,1.49,92.00%,106.89%,0.252996,2026-06-08
AMPG,6.57,2026-07-17,39,Call,10.00,-52.21%,0.35,0.4,0.45,2102,1413,1.49,147.71%,145.84%,0.262843,2026-06-08
MRVL,288.85,2026-06-12,4,Call,355.00,-22.90%,1.64,1.87,1.86,573,387,1.48,106.04%,140.97%,0.093256,2026-06-08
WFC,80.96,2026-06-12,4,Call,84.00,-3.75%,0.23,0.29,0.29,613,415,1.48,33.66%,35.44%,0.165753,2026-06-08
COST,974.75,2026-06-12,4,Call,"1,000.00",-2.59%,2.49,3.2,3.4,647,438,1.48,23.42%,27.39%,0.193165,2026-06-08
MOS,21.38,2026-06-12,4,Call,22.00,-2.90%,0.2,0.25,0.35,666,451,1.48,49.68%,58.36%,0.330552,2026-06-08
